turkid,condition,replicate,startdate,enddate,week,Content,Duration,Frequency,Location,choicestimes
572230173fbc810011c58a38,Increasing,3,12:11:54 AM,12:13:14 AM,6,0,0,2,0,12:12:38 AM
572230173fbc810011c58a38,Increasing,3,12:11:54 AM,12:13:14 AM,7,1,0,2,1,12:12:50 AM
572230173fbc810011c58a38,Increasing,3,12:11:54 AM,12:13:14 AM,8,1,3,0,1,12:13:10 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,1,1,0,0,0,12:15:22 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,2,0,0,0,0,12:15:47 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,3,0,1,0,0,12:16:07 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,4,0,0,1,0,12:16:19 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,5,1,0,1,0,12:16:33 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,6,1,2,0,0,12:16:46 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,7,2,2,0,0,12:16:57 AM
572685c4f2a83f000d6aecee,Increasing,4,12:14:31 AM,12:17:09 AM,8,2,2,0,2,12:17:07 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,1,0,0,0,0,12:36:53 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,2,0,1,0,0,12:37:02 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,3,0,2,0,0,12:37:08 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,4,0,3,0,0,12:37:15 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,5,0,0,1,0,12:37:56 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,6,1,0,1,0,12:38:05 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,7,1,0,2,0,12:39:55 AM
576047b3eeb575000715dcdc,Increasing,4,12:36:39 AM,12:40:32 AM,8,2,0,2,0,12:40:23 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,1,0,0,0,0,12:38:10 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,2,0,1,0,0,12:38:27 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,3,0,1,1,0,12:38:36 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,4,1,1,1,0,12:38:44 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,5,0,1,2,0,12:38:59 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,6,0,2,2,0,12:39:06 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,7,2,1,2,0,12:39:18 AM
57698d52688a5c00018d958d,Flat,0,12:38:06 AM,12:39:38 AM,8,0,1,2,2,12:39:26 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,1,0,1,0,0,12:19:39 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,2,0,0,1,1,12:19:51 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,3,0,0,1,2,12:19:59 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,4,1,0,1,2,12:20:03 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,5,1,0,2,2,12:20:11 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,6,0,0,2,2,12:20:17 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,7,0,0,1,2,12:20:26 AM
5788c16f275be600013590a8,Flat,0,12:19:13 AM,12:20:39 AM,8,0,0,1,1,12:20:35 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,1,0,0,0,0,12:07:39 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,2,1,1,1,1,12:07:56 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,3,0,0,0,1,12:08:14 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,4,1,0,0,2,12:08:27 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,5,0,0,0,0,12:08:37 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,6,0,0,0,0,12:08:41 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,7,0,0,0,0,12:08:51 AM
5797bc9aad1a6c000146818c,Flat,3,12:07:26 AM,12:09:04 AM,8,0,0,0,0,12:08:55 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,1,0,0,0,0,12:23:45 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,2,1,0,0,0,12:24:01 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,3,2,0,0,0,12:24:11 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,4,0,1,0,0,12:24:25 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,5,0,1,1,0,12:24:41 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,6,0,1,2,0,12:24:49 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,7,1,1,2,0,12:24:59 AM
57a980098eccbc0001f3a131,Flat,3,12:23:28 AM,12:25:16 AM,8,2,1,2,0,12:25:07 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,1,0,1,1,2,12:23:48 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,2,0,0,2,0,12:24:15 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,3,1,1,1,0,12:24:33 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,4,1,0,2,0,12:24:43 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,5,0,0,2,0,12:24:54 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,6,0,1,1,2,12:25:17 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,7,0,0,1,2,12:25:38 AM
57bae671dec5910001467ffd,Increasing,3,12:23:15 AM,12:25:56 AM,8,0,0,1,0,12:25:49 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,1,0,0,0,0,12:22:04 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,2,1,0,1,2,12:22:21 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,3,0,3,0,1,12:22:42 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,4,0,0,2,2,12:23:01 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,5,2,1,1,0,12:23:23 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,6,0,3,0,2,12:23:53 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,7,1,2,1,0,12:24:33 AM
57bba6d30cc6ca00014421a3,Increasing,4,12:21:44 AM,12:25:36 AM,8,1,1,1,1,12:25:27 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,1,0,1,1,2,12:33:33 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,2,0,0,2,2,12:33:46 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,3,1,0,2,2,12:33:58 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,4,0,0,2,2,12:34:02 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,5,0,1,2,2,12:34:08 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,6,0,1,1,2,12:34:16 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,7,0,2,1,2,12:34:22 AM
57e7e2cb91b7fc00014953a0,Flat,4,12:33:24 AM,12:34:33 AM,8,0,2,1,2,12:34:27 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,1,0,0,1,2,12:16:46 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,2,1,0,2,2,12:16:55 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,3,1,0,2,1,12:17:04 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,4,0,1,0,1,12:17:13 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,5,1,3,0,1,12:17:24 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,6,2,0,2,2,12:17:32 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,7,1,1,0,0,12:17:42 AM
57f18e976c19420001438a1b,Flat,1,12:16:32 AM,12:17:55 AM,8,2,1,0,1,12:17:50 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,1,0,0,0,0,12:24:07 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,2,0,0,0,0,12:24:26 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,3,0,0,0,1,12:24:38 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,4,1,0,0,0,12:24:56 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,5,0,0,1,0,12:25:07 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,6,0,1,0,0,12:25:19 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,7,0,2,0,0,12:25:26 AM
5849916abb147f0001786ac5,Flat,4,12:23:33 AM,12:25:39 AM,8,0,3,0,0,12:25:32 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,1,0,3,0,0,12:40:21 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,2,1,0,1,1,12:41:10 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,3,1,0,2,2,12:42:04 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,4,0,1,1,0,12:42:30 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,5,2,0,0,2,12:42:51 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,6,2,0,1,2,12:43:02 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,7,1,0,2,2,12:43:12 AM
584ab3c31f819a00018695e3,Increasing,0,12:39:54 AM,12:43:34 AM,8,0,1,0,0,12:43:27 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,1,0,0,2,0,12:41:32 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,2,1,1,2,2,12:41:54 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,3,0,1,2,2,12:42:04 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,4,1,1,1,2,12:42:17 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,5,0,2,2,2,12:42:28 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,6,0,3,2,2,12:42:35 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,7,0,3,2,1,12:42:44 AM
586fbaa37e187d0001cb36d5,Increasing,3,12:41:04 AM,12:42:56 AM,8,0,3,2,0,12:42:51 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,1,0,0,0,0,12:02:05 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,2,0,3,1,0,12:02:15 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,3,2,1,1,2,12:02:23 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,4,2,1,1,1,12:02:28 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,5,1,2,0,2,12:02:38 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,6,1,2,1,2,12:02:41 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,7,2,1,0,2,12:02:50 AM
58b99fcaf814e400015249bc,Flat,0,12:02:02 AM,12:03:03 AM,8,2,1,1,0,12:02:57 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,1,0,0,0,0,12:30:21 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,2,1,0,0,2,12:30:37 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,3,1,0,1,2,12:30:53 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,4,1,1,0,2,12:31:04 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,5,1,0,1,0,12:31:19 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,6,1,0,2,2,12:31:31 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,7,0,0,1,2,12:31:43 AM
58bc46e24cdfd90001778235,Increasing,0,12:30:02 AM,12:31:59 AM,8,0,0,1,2,12:31:50 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,1,0,1,0,0,12:42:50 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,2,0,0,1,0,12:43:15 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,3,0,0,2,2,12:43:29 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,4,0,1,2,2,12:43:42 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,5,1,0,2,2,12:43:51 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,6,2,0,2,2,12:43:58 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,7,0,0,2,1,12:44:17 AM
58e48d4d1a964e00019a57b5,Flat,1,12:42:18 AM,12:44:29 AM,8,0,1,0,2,12:44:29 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,1,1,1,1,0,12:34:19 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,2,1,1,2,0,12:34:47 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,3,1,2,1,0,12:35:15 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,4,1,2,1,2,12:35:29 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,5,1,0,2,0,12:36:09 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,6,1,3,1,0,12:36:37 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,7,1,1,2,0,12:37:08 AM
593c25fc048d06000182f21b,Flat,1,12:33:38 AM,12:38:17 AM,8,0,3,0,1,12:38:00 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,1,1,0,1,0,12:27:02 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,2,0,3,0,2,12:27:21 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,3,2,1,1,1,12:27:38 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,4,0,0,2,0,12:27:55 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,5,1,2,1,1,12:28:08 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,6,1,0,2,0,12:28:20 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,7,2,1,1,0,12:28:31 AM
5974d96dfc0cf30001fa0917,Flat,0,12:26:43 AM,12:28:45 AM,8,1,3,0,0,12:28:45 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,1,0,0,0,0,12:24:49 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,2,1,1,1,1,12:25:05 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,3,2,2,2,2,12:25:14 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,4,2,2,2,2,12:25:27 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,5,1,1,0,0,12:25:37 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,6,1,1,0,0,12:25:41 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,7,1,1,0,0,12:25:45 AM
5977986837d15f00016f1d08,Increasing,3,12:24:23 AM,12:25:53 AM,8,1,1,0,0,12:25:48 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,1,0,0,0,0,12:28:51 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,2,0,1,1,0,12:29:38 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,3,0,2,0,0,12:30:05 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,4,1,0,0,1,12:30:39 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,5,2,0,0,2,12:30:57 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,6,0,1,0,2,12:31:38 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,7,0,0,2,1,12:31:54 AM
597f88ce7b7b850001fa4f3d,Flat,1,12:28:36 AM,12:32:25 AM,8,0,3,0,2,12:32:18 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,1,0,0,0,0,12:30:46 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,2,0,2,0,0,12:31:03 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,3,0,2,2,0,12:31:12 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,4,2,2,2,0,12:31:20 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,5,0,2,2,2,12:31:29 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,6,0,2,2,1,12:31:40 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,7,0,3,2,2,12:31:49 AM
599f00c54d25e800012fc9a6,Increasing,0,12:30:27 AM,12:32:34 AM,8,0,2,1,2,12:32:15 AM
59ada0805ea0f30001281732,Increasing,1,12:13:31 AM,12:14:55 AM,1,1,0,0,1,12:13:48 AM
59ada0805ea0f30001281732,Increasing,1,12:13:31 AM,12:14:55 AM,2,0,0,0,1,12:13:58 AM
59ada0805ea0f30001281732,Increasing,1,12:13:31 AM,12:14:55 AM,3,0,1,0,1,12:14:05 AM
