StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Confidence_NC,Confidence_CV,Confidence_MS,turkid,condid,target
1/22/2025 20:47,1/22/2025 20:48,0,100,96,1,1/22/2025 20:48,R_8gFeVdKQmpNL9a9,1,1,0,,,2,2,,,6779cadff8dc4ddeecc54ce2,2,customers
1/22/2025 21:00,1/22/2025 21:00,0,100,16,1,1/22/2025 21:00,R_5salOtkaJibsiGx,1,1,1,4,4,,,,,62a8f6b1a7a7e5eb492c0231,-2,valuation
1/22/2025 21:00,1/22/2025 21:00,0,100,15,1,1/22/2025 21:00,R_8gKlNKw3e5OQRod,1,1,1,,,4,3,,,5eb5664ed480363fc850d1a6,-2,customers
1/22/2025 21:00,1/22/2025 21:01,0,100,15,1,1/22/2025 21:01,R_7KdJ6vMgnLaEZcn,-2,-2,-2,1,1,,,,,654509bce930185adab23a1a,2,valuation
1/22/2025 21:00,1/22/2025 21:01,0,100,22,1,1/22/2025 21:01,R_10NS7eRyOgORLmY,-1,0,-2,4,2,,,,,5a7920bb5292b8000122899e,-2,valuation
1/22/2025 21:01,1/22/2025 21:01,0,100,13,1,1/22/2025 21:01,R_7LbTyf2wMwne3BW,1,1,1,,,2,2,,,6733a359e46aab187adae122,2,customers
1/22/2025 21:01,1/22/2025 21:02,0,100,21,1,1/22/2025 21:02,R_2xOkScmoYaiJbAR,-2,-2,-2,,,,,1,1,6659fdbefa66c9fbb5cfcdf9,2,competitors
1/22/2025 21:01,1/22/2025 21:02,0,100,26,1,1/22/2025 21:02,R_1vg5pzSluNQzFIZ,1,1,1,,,2,4,,,62dc2f45630616c5920dcb75,-2,customers
1/22/2025 21:01,1/22/2025 21:02,0,100,20,1,1/22/2025 21:02,R_6pWPyU6KB8goSVK,1,1,1,,,,,5,3,66c5eba428243ee82ef2e306,2,competitors
1/22/2025 21:01,1/22/2025 21:02,0,100,25,1,1/22/2025 21:02,R_2MWKu8xy1qZYE49,1,1,1,4,2,,,,,5c096cc8b57e9500015a18c2,2,valuation
1/22/2025 21:02,1/22/2025 21:02,0,100,23,1,1/22/2025 21:02,R_249Zpls5orVlAgp,0,1,1,4,4,,,,,5bb21a6ed14ec100019840fb,-2,valuation
1/22/2025 21:02,1/22/2025 21:02,0,100,20,1,1/22/2025 21:02,R_68yrmkAtlblUzFD,-1,-1,-1,,,,,3,3,5e6482c9142c3c204d56baa0,-2,competitors
1/22/2025 21:01,1/22/2025 21:02,0,100,33,1,1/22/2025 21:02,R_8V9zw7SIIM2uqoF,1,1,1,,,3,4,,,5deebd169b8f245615d59507,-2,customers
1/22/2025 21:02,1/22/2025 21:02,0,100,12,1,1/22/2025 21:02,R_64INCDQM1jkYv7o,2,1,1,3,3,,,,,63d13e9a41e1c279a151bd4b,-2,valuation
1/22/2025 21:02,1/22/2025 21:02,0,100,36,1,1/22/2025 21:02,R_8LM9TheArsrGkqF,-2,-1,-1,,,3,3,,,63d7f7f1b4861d0716ca8a39,-2,customers
1/22/2025 21:02,1/22/2025 21:02,0,100,22,1,1/22/2025 21:02,R_1dY1913cGAugLvO,2,2,1,,,,,4,4,674980be4b9483e93cf9d52c,-2,competitors
1/22/2025 21:02,1/22/2025 21:02,0,100,17,1,1/22/2025 21:02,R_8yLDo1qg0Wo9aCZ,-1,-2,-1,,,,,3,5,542c323bfdf99b324ea3808d,-2,competitors
1/22/2025 21:02,1/22/2025 21:03,0,100,21,1,1/22/2025 21:03,R_178U9geFAMeHTtV,1,1,1,,,,,5,1,66465704f0921cfc20ba6e57,2,competitors
1/22/2025 21:02,1/22/2025 21:03,0,100,33,1,1/22/2025 21:03,R_1GnlpJI9NbULc41,1,0,1,3,4,,,,,678ff51cb6c41d0df1951f2d,2,valuation
1/22/2025 21:02,1/22/2025 21:03,0,100,22,1,1/22/2025 21:03,R_8QsIwGYpHm9qrui,0,1,0,,,4,2,,,5b804844b26db50001a16efb,2,customers
1/22/2025 21:02,1/22/2025 21:03,0,100,25,1,1/22/2025 21:03,R_8uEuxNteFxtYBJK,1,1,1,3,4,,,,,6148cf0229eaa9c434466c8b,-2,valuation
1/22/2025 21:02,1/22/2025 21:03,0,100,34,1,1/22/2025 21:03,R_8MRRKbx8QGhoYgO,0,0,0,,,,,3,2,66847cc7c67232fae11af5b3,-2,competitors
1/22/2025 21:02,1/22/2025 21:03,0,100,23,1,1/22/2025 21:03,R_2PsMyDGhFJa7oBb,1,1,1,4,3,,,,,568e3e02e3ef9e000ca13b18,2,valuation
1/22/2025 21:03,1/22/2025 21:03,0,100,21,1,1/22/2025 21:03,R_8YJx8Rocj8HfPPu,1,1,1,3,4,,,,,66598ef5a0fbfdd172f5b7c8,-2,valuation
1/22/2025 21:02,1/22/2025 21:03,0,100,39,1,1/22/2025 21:03,R_2BOPXp6CXur3ATn,2,2,2,,,,,2,3,6364c680c75f0a035ba3abff,2,competitors
1/22/2025 21:03,1/22/2025 21:03,0,100,20,1,1/22/2025 21:03,R_7ScsZbShRuF5nsY,1,1,1,4,4,,,,,5b9dd07de671c60001226b79,2,valuation
1/22/2025 21:03,1/22/2025 21:03,0,100,24,1,1/22/2025 21:03,R_1003mRUgpy6o12I,0,-1,-1,,,5,1,,,67164c92298409e37c670b3d,-2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,26,1,1/22/2025 21:04,R_5DS3pXj6dHCmf1O,1,1,1,,,4,2,,,6786e35f1f8123ca1dde2f09,2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,32,1,1/22/2025 21:04,R_2mf1O8G6GQsNEVi,-1,-1,-1,,,2,2,,,5820426d6bf1b000019300b9,2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,26,1,1/22/2025 21:04,R_8J3TvnBmtVDhGRb,1,0,1,,,3,4,,,67696386a86e95c57231feb6,2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,25,1,1/22/2025 21:04,R_2GU293zVQBNOGTT,1,1,1,2,4,,,,,5e94aaa6dd28ad0812ff44e3,2,valuation
1/22/2025 21:03,1/22/2025 21:04,0,100,30,1,1/22/2025 21:04,R_2hc4uBJTJy9sKwg,1,1,1,5,3,,,,,62af249afb097548217628b4,2,valuation
1/22/2025 21:03,1/22/2025 21:04,0,100,38,1,1/22/2025 21:04,R_6CGYJFlGg4RdxzE,-1,-1,-1,,,4,3,,,6616a88a6917e282bb4b66c4,-2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,17,1,1/22/2025 21:04,R_1QRzDAsJpwUXRXg,-1,-2,-2,,,,,2,4,6741f03b36d9ab0c63ae08d0,2,competitors
1/22/2025 21:03,1/22/2025 21:04,0,100,55,1,1/22/2025 21:04,R_2gNwg8IBI2VYDq9,2,1,1,2,4,,,,,5b6eca3c885b0b0001bb0b58,2,valuation
1/22/2025 21:03,1/22/2025 21:04,0,100,19,1,1/22/2025 21:04,R_1PuLMEUGRurLOCJ,1,1,1,,,4,5,,,5dcc5fee28e3148e8009491e,2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,26,1,1/22/2025 21:04,R_2B2iMAWVRYdO58Y,1,0,1,,,,,5,3,674a0461b10836f07aa6d857,2,competitors
1/22/2025 21:03,1/22/2025 21:04,0,100,31,1,1/22/2025 21:04,R_2eJ0oEqGvdAJtFT,2,2,2,,,1,5,,,5c92017dc719fc00017df090,2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,38,1,1/22/2025 21:04,R_2fYRc4gQaabs0BJ,1,0,0,,,,,3,3,613a445d7e504064833d1c1b,2,competitors
1/22/2025 21:03,1/22/2025 21:04,0,100,28,1,1/22/2025 21:04,R_24IOPwhAc8T4nkz,0,0,1,,,4,3,,,603b6d6bbabbb5825dfc069d,-2,customers
1/22/2025 21:03,1/22/2025 21:04,0,100,33,1,1/22/2025 21:04,R_1zuXq78LXuBupoM,1,1,1,,,,,5,2,63d96d5957cdd8a417721253,2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,22,1,1/22/2025 21:04,R_2KMDqry3DSkBvsu,1,1,1,,,,,4,2,5f23f85081070f035e65bc81,-2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,19,1,1/22/2025 21:04,R_5Dv4KkHKmBRaTNS,1,1,1,,,,,2,4,5f48e9e36d9c7b3b69c5ed4f,2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,31,1,1/22/2025 21:04,R_1flFvBX8StCkLHj,1,0,1,3,4,,,,,610870aa97768306c1c5274f,2,valuation
1/22/2025 21:03,1/22/2025 21:04,0,100,41,1,1/22/2025 21:04,R_2QoUyfyDdcr0zRQ,-1,1,-1,3,4,,,,,5f0dade2f86a0b0382e8878d,-2,valuation
1/22/2025 21:04,1/22/2025 21:04,0,100,20,1,1/22/2025 21:04,R_1Eu2oOjXkuu0L74,-2,-2,-2,,,,,3,2,63626a68cf44b4184483c8e8,-2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,19,1,1/22/2025 21:04,R_3yfOZdefBGLbxfL,1,1,1,5,1,,,,,660dd208b357a712a8cfb771,2,valuation
1/22/2025 21:04,1/22/2025 21:04,0,100,32,1,1/22/2025 21:04,R_82lmWJI6jcoAoAo,-1,-1,-1,4,4,,,,,56f699e876348f000c883bba,-2,valuation
1/22/2025 21:04,1/22/2025 21:04,0,100,48,1,1/22/2025 21:04,R_8OWikgIEHh50rig,0,0,1,,,4,1,,,678a2893e4ac7939d14b9a05,2,customers
1/22/2025 21:04,1/22/2025 21:04,0,100,32,1,1/22/2025 21:04,R_1xM1YXxT26itcYJ,2,2,2,,,,,3,3,5e87f04ee2eb064687c7f8cb,2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,18,1,1/22/2025 21:04,R_2luBGnxA8wOnEnu,1,1,1,,,3,3,,,6743cb4680033fc64a0815e6,2,customers
1/22/2025 21:04,1/22/2025 21:04,0,100,54,1,1/22/2025 21:04,R_3XmlQHKoZK6HGYN,0,0,0,3,3,,,,,67278ff68dd7277ce2b2da65,-2,valuation
1/22/2025 21:03,1/22/2025 21:04,0,100,65,1,1/22/2025 21:04,R_8KAufRloJSTKyI8,1,1,1,,,,,4,3,60fd195d53353279bd0450e4,2,competitors
1/22/2025 21:04,1/22/2025 21:04,0,100,23,1,1/22/2025 21:04,R_26bgIjaFrWcifPz,0,-1,-1,,,2,4,,,5e2881eaa9af590560d04047,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,19,1,1/22/2025 21:05,R_5l66T5zGi3INUdU,2,2,1,,,,,3,3,65e33239b5fa3ca93950aa67,-2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,29,1,1/22/2025 21:05,R_8JUY8zQJ43dtFi2,1,1,1,5,5,,,,,6790fdd894f8d92d7835134c,2,valuation
1/22/2025 21:04,1/22/2025 21:05,0,100,45,1,1/22/2025 21:05,R_8ZTpzSGYa47cJZ7,1,1,1,,,3,5,,,66d319143d677cce572ef69e,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,27,1,1/22/2025 21:05,R_2RdVHTgFY6q6RbP,-2,-1,-2,,,2,2,,,6307c0f6e3554b54f339fb43,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,32,1,1/22/2025 21:05,R_8QJV71Y7VWi7ast,-2,-2,-2,,,,,4,3,65bfbcfe58e4443614db3717,-2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,20,1,1/22/2025 21:05,R_2Cx7hP92Wkf79hN,1,1,1,3,3,,,,,6014a188aaa96052108eb1ed,2,valuation
1/22/2025 21:04,1/22/2025 21:05,0,100,19,1,1/22/2025 21:05,R_7pojdPbRc1SNnG0,1,1,2,,,,,3,2,65cb5a3ca891e8c49578aec4,2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,51,1,1/22/2025 21:05,R_2ERWZvKUTsJzcuG,2,2,2,2,5,,,,,66ed2e77d677371861659d4f,2,valuation
1/22/2025 21:04,1/22/2025 21:05,0,100,49,1,1/22/2025 21:05,R_1Nx4Erxat7uLR03,-1,1,-1,,,,,3,3,6721223f5043128958f50fc5,-2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,45,1,1/22/2025 21:05,R_8nAd9yvD74r7WH7,-2,-1,-1,,,,,4,4,60fd2c4ae821880b181c8eed,2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,39,1,1/22/2025 21:05,R_2nXBIF0AHsuVhZL,2,1,1,5,5,,,,,66a5369a86bcde8376e02011,2,valuation
1/22/2025 21:04,1/22/2025 21:05,0,100,25,1,1/22/2025 21:05,R_5mispc2VD3TJKF3,1,1,1,,,4,5,,,671c102c7e10006dcb5884f3,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,32,1,1/22/2025 21:05,R_2qX2azj4vQ3bNH6,1,2,1,,,,,4,4,5967e9a831394d0001abdb3f,2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,36,1,1/22/2025 21:05,R_3i8SWAD20ldFGgx,1,-1,1,4,3,,,,,610ab785360bcd633fb5b0d6,-2,valuation
1/22/2025 21:04,1/22/2025 21:05,0,100,32,1,1/22/2025 21:05,R_8mh8pr4PIAjWZOx,-1,0,-1,,,,,4,3,5b7467ea50075a0001107043,2,competitors
1/22/2025 21:05,1/22/2025 21:05,0,100,26,1,1/22/2025 21:05,R_3sSezb1mqzfU7Dj,1,1,1,,,4,4,,,6278856ed61afb01f6e4d0ac,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,33,1,1/22/2025 21:05,R_5BPzKSP8EyqHHR7,-1,-1,-1,,,3,4,,,5cd4c009eca5b300160247e2,-2,customers
1/22/2025 21:05,1/22/2025 21:05,0,100,29,1,1/22/2025 21:05,R_2GivebZX4H2wGp4,1,1,1,,,4,2,,,6757a6eca9e9d0e9273ec9a1,-2,customers
1/22/2025 21:05,1/22/2025 21:05,0,100,17,1,1/22/2025 21:05,R_54cnMgLvFWcTJGF,2,1,1,,,,,5,5,678fb14f7ed313196df790d6,2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,42,1,1/22/2025 21:05,R_20qSkTezh4z0JR0,-1,-1,-1,,,,,3,4,67254860905044fc780e0a8c,-2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,39,1,1/22/2025 21:05,R_2CQko6A5AhxPtC6,1,0,0,,,3,3,,,6769ca30dda9131a6c8a92cb,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,37,1,1/22/2025 21:05,R_5isB9EsWjbsfph9,-2,-1,-1,3,3,,,,,670aec495e6ccc7bdc9059a9,-2,valuation
1/22/2025 21:05,1/22/2025 21:05,0,100,27,1,1/22/2025 21:05,R_5dSWcqOQ3c933G1,1,1,1,5,3,,,,,669fdf35b877ffb7641b412e,-2,valuation
1/22/2025 21:05,1/22/2025 21:05,0,100,34,1,1/22/2025 21:05,R_8QbdBaa8Uo2Kssi,1,0,0,,,,,3,4,65afcdd47e309167396b9506,2,competitors
1/22/2025 21:05,1/22/2025 21:05,0,100,31,1,1/22/2025 21:05,R_3rBFOr0ka41o3hJ,1,1,0,,,,,4,3,6759fabcb4e395fc55b11b52,2,competitors
1/22/2025 21:04,1/22/2025 21:05,0,100,50,1,1/22/2025 21:05,R_3QGahtWsw5AjD0s,1,1,1,,,,,2,4,664f8b82befb70ab3ce022b7,-2,competitors
1/22/2025 21:05,1/22/2025 21:05,0,100,17,1,1/22/2025 21:05,R_1EWflsSps6YtmhB,1,1,1,,,4,3,,,676ff7655666e1ce7811dc8e,2,customers
1/22/2025 21:04,1/22/2025 21:05,0,100,51,1,1/22/2025 21:05,R_1RXpRoVKMFkCYqo,1,1,1,,,,,4,3,672b621218f9b2da227f8e24,2,competitors
1/22/2025 21:05,1/22/2025 21:05,0,100,39,1,1/22/2025 21:05,R_1mTrSR27m5MpGdH,0,1,0,3,3,,,,,6627217e51fd5a535b22707f,-2,valuation
1/22/2025 21:05,1/22/2025 21:05,0,100,27,1,1/22/2025 21:05,R_5qmWkdNWuFVBrI5,-2,-2,-2,,,,,1,1,6149256f6335b06ade3723e0,-2,competitors
1/22/2025 21:05,1/22/2025 21:05,0,100,50,1,1/22/2025 21:05,R_8QuVHqm7StpgkZb,1,1,0,4,4,,,,,678a8b4e0c1f3d33ecd84f4a,2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,44,1,1/22/2025 21:06,R_22LgbANgtzO1fKK,1,0,0,,,,,2,4,66a90e7caa371f25183bdce2,-2,competitors
1/22/2025 21:04,1/22/2025 21:06,0,100,76,1,1/22/2025 21:06,R_5nOBuDoVYMMyPSd,0,1,0,3,2,,,,,664f9fe745392e574c5c57c3,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,46,1,1/22/2025 21:06,R_2KrWoxat2iVtNe1,1,1,1,5,3,,,,,678f4ce35a17ad5de75b9a4e,2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,22,1,1/22/2025 21:06,R_1LpY0pSawY8PVYK,1,0,1,2,3,,,,,631b32b0796f2941b55e7d58,2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,38,1,1/22/2025 21:06,R_3KPnj1NCsjgujOr,1,2,1,3,4,,,,,67838ec80953f263bee8f996,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,21,1,1/22/2025 21:06,R_8nj9PgivSeVFDYA,1,1,1,,,5,4,,,63d13c51b221bd175bb2e3db,2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,24,1,1/22/2025 21:06,R_2YLuM38HwO3DIUp,-1,1,-1,,,,,3,4,5dcee6c390fc85034dc528b6,2,competitors
1/22/2025 21:05,1/22/2025 21:06,0,100,31,1,1/22/2025 21:06,R_1mr5o8ioc5A8szz,1,0,1,2,4,,,,,664d1107d043cfab334a70d3,2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,45,1,1/22/2025 21:06,R_3KVq8dxvTUZmInu,1,1,1,,,5,3,,,6632e071e2e57b03393dda7a,2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,48,1,1/22/2025 21:06,R_8iL0EZ8kn26CFaW,1,1,1,,,4,4,,,5ce6525a185715001708c627,2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,31,1,1/22/2025 21:06,R_2IaelMcxgN3dL39,-2,-2,-2,,,,,2,4,58f89d1cedf274000143eb4e,-2,competitors
1/22/2025 21:05,1/22/2025 21:06,0,100,22,1,1/22/2025 21:06,R_3gv8aKfot9MKKKr,1,0,0,,,3,3,,,5ea25b82a46065174c689daa,-2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,60,1,1/22/2025 21:06,R_3cAflpb5Efz3Zst,-1,-2,-2,,,1,1,,,5f974c72a0ed8c0f9ce724ea,2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,21,1,1/22/2025 21:06,R_8daSp9aMPVW3YgP,1,1,2,5,5,,,,,61362316891827226628509d,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,41,1,1/22/2025 21:06,R_1gRQa8kK5MY2w6d,1,1,0,3,4,,,,,676837c5a3b9c55490b7c2b5,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,39,1,1/22/2025 21:06,R_5sULDbIHle76lZT,-2,-2,-2,1,2,,,,,65f0f44f1cae5992a2cc2c8b,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,32,1,1/22/2025 21:06,R_2o1FJ2MnwySYuBL,-2,-1,-2,,,3,4,,,638df25c28a73c52e405ef95,-2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,31,1,1/22/2025 21:06,R_3OZTyNnE6GLjs1U,-1,-1,-1,,,1,4,,,66d9e4db1302146411fd78d0,-2,customers
1/22/2025 21:05,1/22/2025 21:06,0,100,32,1,1/22/2025 21:06,R_2FOR4v5W1QsMqO2,1,1,0,,,,,3,4,66e19fa128b8c6c24ce91dce,2,competitors
1/22/2025 21:06,1/22/2025 21:06,0,100,17,1,1/22/2025 21:06,R_3K2tQ5mkGrCmI9y,-2,-2,-2,,,4,1,,,5f74f5230b907e1577eb3507,-2,customers
1/22/2025 21:06,1/22/2025 21:06,0,100,29,1,1/22/2025 21:06,R_2hG6mdFui6UlNgx,-1,-1,-1,3,3,,,,,5ced7e9f3cad8c00179175af,-2,valuation
1/22/2025 21:05,1/22/2025 21:06,0,100,87,1,1/22/2025 21:06,R_1JNALZRGDo9Hd1D,1,1,2,,,,,4,3,677f3491cd1e457e80bd7f22,-2,competitors
1/22/2025 21:06,1/22/2025 21:06,0,100,33,1,1/22/2025 21:06,R_2eXyvWk6uotNZdM,2,2,2,,,5,5,,,5e5012ec47808406305d6a0d,2,customers
1/22/2025 21:06,1/22/2025 21:06,0,100,30,1,1/22/2025 21:06,R_8ChIMxCXRH1zPPj,-1,0,-1,,,4,3,,,6659f61745db8e16a43bd54d,2,customers
1/22/2025 21:06,1/22/2025 21:06,0,100,27,1,1/22/2025 21:06,R_25BJZqD5TxcK9Qw,1,0,1,,,,,4,4,5f514593ea1e87365b9cb05f,-2,competitors
1/22/2025 21:06,1/22/2025 21:06,0,100,24,1,1/22/2025 21:06,R_5to26dlwCbqKhPc,-1,-1,-1,4,5,,,,,62e29557ed1b3a918b95cb30,2,valuation
1/22/2025 21:06,1/22/2025 21:06,0,100,48,1,1/22/2025 21:06,R_1Y8OJXe1iAFZI9t,1,0,1,2,4,,,,,63d4409d5b0e57d3d3a3819d,2,valuation
1/22/2025 21:06,1/22/2025 21:06,0,100,38,1,1/22/2025 21:06,R_7veT33QkDERBK33,2,1,1,,,5,5,,,677c338fd8643496e0b8c3b7,-2,customers
1/22/2025 21:06,1/22/2025 21:06,0,100,35,1,1/22/2025 21:07,R_2tlrFrMDJplT0fM,0,0,0,,,3,4,,,5c0c3112594d92000167bdcd,-2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,37,1,1/22/2025 21:07,R_2YfzsLHWzKomsPK,-1,-1,-1,3,2,,,,,5fda057989ec4c35a700f69f,-2,valuation
1/22/2025 21:06,1/22/2025 21:07,0,100,63,1,1/22/2025 21:07,R_3x8pnPBC39k67jH,2,2,2,,,1,5,,,6694137cfb0ada0cb10c9866,2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,49,1,1/22/2025 21:07,R_6VR3u4bZ5JOgZsz,0,0,0,,,3,3,,,5d7fd2a5987f70001602d95b,-2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,19,1,1/22/2025 21:07,R_5IEJIj9mUijh8oC,1,0,1,,,3,3,,,671e8a3a2b1dfbdeaf843986,2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,51,1,1/22/2025 21:07,R_3sV6aZx16rQkmch,1,0,1,,,2,3,,,678a03d58eed6e998bd1ac4a,-2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,31,1,1/22/2025 21:07,R_6pus2CwaDTJAHgw,-2,-2,-2,,,,,3,3,5ba4057af0741400010637b9,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,32,1,1/22/2025 21:07,R_2qhW3HnMJ1CU6UF,1,0,1,,,,,2,4,6652177d69df798e71da8ff2,2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,45,1,1/22/2025 21:07,R_2oFOvCLWzVZ2u6O,1,1,1,,,,,2,2,5cdd4befd3651c001950e539,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,29,1,1/22/2025 21:07,R_2HBtlPDo5uEDBOp,2,2,2,,,,,3,1,678f6ea6d36e319e9916ccdf,2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,30,1,1/22/2025 21:07,R_2uXiQmrWYZzXnix,-1,-1,-2,,,,,3,4,62fc1e43ac7f83d378556037,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,48,1,1/22/2025 21:07,R_2aKzJKbZTaSgKD8,-1,0,-1,,,,,2,2,593081fc5f170a00014358f4,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,22,1,1/22/2025 21:07,R_5mrvYx0kamlYPvj,-1,-1,-1,,,,,1,1,6318ed962c89e72710559631,-2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,55,1,1/22/2025 21:07,R_7sjAVzlHeWK1fMt,0,-1,-1,,,,,3,3,5ec0ba1bfa01894cceaa1b8e,2,competitors
1/22/2025 21:06,1/22/2025 21:07,0,100,50,1,1/22/2025 21:07,R_1OdL2dOMA3oEKtG,1,0,-1,,,3,4,,,6548fa2b56bce5202d5652ad,-2,customers
1/22/2025 21:06,1/22/2025 21:07,0,100,43,1,1/22/2025 21:07,R_2fdaliIlmPreLTs,1,1,1,5,4,,,,,5f7b3e3d831aa60b4c16d6d7,2,valuation
1/22/2025 21:07,1/22/2025 21:07,0,100,15,1,1/22/2025 21:07,R_10ooVCexvSnsV9q,1,1,1,,,,,4,4,678f70f4c5ad8c10bea0df80,-2,competitors
