turkid,choice,round,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion
45E4350FB3BD4822A222C9615DB454A6,0,16,1,Increasing,2025-09-12 19:03:41,2025-09-12 19:06:52,2025-09-12T19:06:24Z,9.578999996185303,191
45E4350FB3BD4822A222C9615DB454A6,0,17,1,Increasing,2025-09-12 19:03:41,2025-09-12 19:06:52,2025-09-12T19:06:33Z,9.053999900817871,191
45E4350FB3BD4822A222C9615DB454A6,2,18,1,Increasing,2025-09-12 19:03:41,2025-09-12 19:06:52,2025-09-12T19:06:38Z,4.79800009727478,191
45E4350FB3BD4822A222C9615DB454A6,0,19,1,Increasing,2025-09-12 19:03:41,2025-09-12 19:06:52,2025-09-12T19:06:43Z,5.609999895095825,191
45E4350FB3BD4822A222C9615DB454A6,0,20,1,Increasing,2025-09-12 19:03:41,2025-09-12 19:06:52,2025-09-12T19:06:49Z,5.171000003814697,191
284C8DE4E3DB4D37988C220586354889,2,1,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:03:51Z,0,130
284C8DE4E3DB4D37988C220586354889,1,2,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:03:58Z,6.5309998989105225,130
284C8DE4E3DB4D37988C220586354889,1,3,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:03Z,5.4120001792907715,130
284C8DE4E3DB4D37988C220586354889,2,4,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:10Z,6.560999870300293,130
284C8DE4E3DB4D37988C220586354889,0,5,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:16Z,5.746000051498413,130
284C8DE4E3DB4D37988C220586354889,0,6,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:22Z,5.8459999561309814,130
284C8DE4E3DB4D37988C220586354889,2,7,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:27Z,5.015000104904175,130
284C8DE4E3DB4D37988C220586354889,2,8,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:34Z,7.200999975204468,130
284C8DE4E3DB4D37988C220586354889,1,9,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:40Z,5.988999843597412,130
284C8DE4E3DB4D37988C220586354889,2,10,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:45Z,5.698000192642212,130
284C8DE4E3DB4D37988C220586354889,2,11,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:51Z,5.546000003814697,130
284C8DE4E3DB4D37988C220586354889,2,12,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:04:57Z,5.894999980926514,130
284C8DE4E3DB4D37988C220586354889,2,13,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:06Z,8.746999979019165,130
284C8DE4E3DB4D37988C220586354889,2,14,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:12Z,5.927000045776367,130
284C8DE4E3DB4D37988C220586354889,1,15,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:18Z,6.494999885559082,130
284C8DE4E3DB4D37988C220586354889,1,16,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:25Z,7.265000104904175,130
284C8DE4E3DB4D37988C220586354889,2,17,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:30Z,5.0289998054504395,130
284C8DE4E3DB4D37988C220586354889,1,18,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:37Z,6.66100001335144,130
284C8DE4E3DB4D37988C220586354889,2,19,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:44Z,7.295000076293945,130
284C8DE4E3DB4D37988C220586354889,1,20,0,Flat,2025-09-12 19:03:45,2025-09-12 19:05:55,2025-09-12T19:05:49Z,4.730999946594238,130
EFEA43BDF59F4A31ABBB65B53B7A4813,2,1,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:02:56Z,0,127
EFEA43BDF59F4A31ABBB65B53B7A4813,2,2,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:04Z,8.80400013923645,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,3,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:11Z,6.138999938964844,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,4,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:16Z,5.0320000648498535,127
EFEA43BDF59F4A31ABBB65B53B7A4813,2,5,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:20Z,4.855999946594238,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,6,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:26Z,5.33899998664856,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,7,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:32Z,6.101000070571899,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,8,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:38Z,6.38100004196167,127
EFEA43BDF59F4A31ABBB65B53B7A4813,2,9,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:42Z,3.822999954223633,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,10,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:47Z,5.003999948501587,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,11,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:52Z,4.568000078201294,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,12,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:03:57Z,5.297999858856201,127
EFEA43BDF59F4A31ABBB65B53B7A4813,2,13,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:01Z,3.939000129699707,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,14,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:06Z,4.908999919891357,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,15,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:11Z,5.230000019073486,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,16,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:18Z,6.75,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,17,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:26Z,8.15499997138977,127
EFEA43BDF59F4A31ABBB65B53B7A4813,1,18,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:34Z,8.174000024795532,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,19,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:44Z,9.435999870300293,127
EFEA43BDF59F4A31ABBB65B53B7A4813,0,20,1,Increasing,2025-09-12 19:02:47,2025-09-12 19:04:54,2025-09-12T19:04:50Z,6.772000074386597,127
FD2A6686546A4D689BE4A684CD264636,0,1,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:20Z,0,109
FD2A6686546A4D689BE4A684CD264636,0,2,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:27Z,7.259000062942505,109
FD2A6686546A4D689BE4A684CD264636,1,3,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:33Z,6.474999904632568,109
FD2A6686546A4D689BE4A684CD264636,2,4,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:38Z,5.0269999504089355,109
FD2A6686546A4D689BE4A684CD264636,0,5,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:42Z,4.022000074386597,109
FD2A6686546A4D689BE4A684CD264636,0,6,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:47Z,4.334000110626221,109
FD2A6686546A4D689BE4A684CD264636,0,7,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:51Z,4.4659998416900635,109
FD2A6686546A4D689BE4A684CD264636,0,8,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:54Z,3.2690000534057617,109
FD2A6686546A4D689BE4A684CD264636,0,9,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:52:58Z,3.3389999866485596,109
FD2A6686546A4D689BE4A684CD264636,1,10,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:01Z,2.9709999561309814,109
FD2A6686546A4D689BE4A684CD264636,1,11,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:06Z,5.619000196456909,109
FD2A6686546A4D689BE4A684CD264636,0,12,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:13Z,6.978999853134155,109
FD2A6686546A4D689BE4A684CD264636,0,13,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:17Z,3.947000026702881,109
FD2A6686546A4D689BE4A684CD264636,1,14,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:21Z,3.384000062942505,109
FD2A6686546A4D689BE4A684CD264636,2,15,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:25Z,4.559999942779541,109
FD2A6686546A4D689BE4A684CD264636,2,16,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:38Z,13.04200005531311,109
FD2A6686546A4D689BE4A684CD264636,0,17,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:44Z,5.928999900817871,109
FD2A6686546A4D689BE4A684CD264636,0,18,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:48Z,3.6100001335144043,109
FD2A6686546A4D689BE4A684CD264636,0,19,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:52Z,3.6659998893737793,109
FD2A6686546A4D689BE4A684CD264636,1,20,0,Flat,2025-09-12 17:52:08,2025-09-12 17:53:57,2025-09-12T17:53:54Z,2.88700008392334,109
6595CE9F883840DEB90CD51D36DD59F3,2,1,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:21Z,0,140
6595CE9F883840DEB90CD51D36DD59F3,1,2,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:32Z,11.153000116348267,140
6595CE9F883840DEB90CD51D36DD59F3,0,3,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:39Z,7.062000036239624,140
6595CE9F883840DEB90CD51D36DD59F3,2,4,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:45Z,5.784999847412109,140
6595CE9F883840DEB90CD51D36DD59F3,2,5,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:52Z,6.888000011444092,140
6595CE9F883840DEB90CD51D36DD59F3,2,6,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:04:59Z,6.853000164031982,140
6595CE9F883840DEB90CD51D36DD59F3,1,7,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:03Z,4.671999931335449,140
6595CE9F883840DEB90CD51D36DD59F3,2,8,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:08Z,4.3440001010894775,140
6595CE9F883840DEB90CD51D36DD59F3,2,9,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:14Z,6.062999963760376,140
6595CE9F883840DEB90CD51D36DD59F3,0,10,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:18Z,4.585999965667725,140
6595CE9F883840DEB90CD51D36DD59F3,0,11,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:23Z,4.750999927520752,140
6595CE9F883840DEB90CD51D36DD59F3,0,12,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:28Z,4.656000137329102,140
6595CE9F883840DEB90CD51D36DD59F3,1,13,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:35Z,7.390999794006348,140
6595CE9F883840DEB90CD51D36DD59F3,2,14,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:41Z,5.818000078201294,140
6595CE9F883840DEB90CD51D36DD59F3,0,15,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:48Z,6.694000005722046,140
6595CE9F883840DEB90CD51D36DD59F3,0,16,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:54Z,6.920000076293945,140
6595CE9F883840DEB90CD51D36DD59F3,0,17,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:05:59Z,4.799999952316284,140
6595CE9F883840DEB90CD51D36DD59F3,2,18,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:06:04Z,4.757999897003174,140
6595CE9F883840DEB90CD51D36DD59F3,0,19,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:06:09Z,5.081000089645386,140
6595CE9F883840DEB90CD51D36DD59F3,0,20,1,Increasing,2025-09-12 19:03:58,2025-09-12 19:06:18,2025-09-12T19:06:14Z,5.295000076293945,140
46331EBA4F494FAD901E83106523FF12,2,1,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:51:56Z,0,141
46331EBA4F494FAD901E83106523FF12,1,2,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:04Z,7.881999969482422,141
46331EBA4F494FAD901E83106523FF12,1,3,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:12Z,8.315000057220459,141
46331EBA4F494FAD901E83106523FF12,0,4,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:18Z,5.950999975204468,141
46331EBA4F494FAD901E83106523FF12,2,5,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:25Z,6.815999984741211,141
46331EBA4F494FAD901E83106523FF12,1,6,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:34Z,9.634000062942505,141
46331EBA4F494FAD901E83106523FF12,0,7,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:41Z,7.198999881744385,141
46331EBA4F494FAD901E83106523FF12,1,8,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:51Z,9.08400011062622,141
46331EBA4F494FAD901E83106523FF12,0,9,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:52:56Z,5.382999897003174,141
46331EBA4F494FAD901E83106523FF12,0,10,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:00Z,4.150000095367432,141
46331EBA4F494FAD901E83106523FF12,0,11,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:04Z,3.549999952316284,141
46331EBA4F494FAD901E83106523FF12,0,12,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:08Z,4.115999937057495,141
46331EBA4F494FAD901E83106523FF12,1,13,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:13Z,5.167999982833862,141
46331EBA4F494FAD901E83106523FF12,2,14,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:20Z,7.383000135421753,141
46331EBA4F494FAD901E83106523FF12,2,15,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:28Z,7.2829999923706055,141
46331EBA4F494FAD901E83106523FF12,2,16,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:34Z,6.316999912261963,141
46331EBA4F494FAD901E83106523FF12,0,17,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:40Z,6.249000072479248,141
46331EBA4F494FAD901E83106523FF12,2,18,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:50Z,9.483999967575073,141
46331EBA4F494FAD901E83106523FF12,1,19,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:53:56Z,6.516999959945679,141
46331EBA4F494FAD901E83106523FF12,0,20,1,Increasing,2025-09-12 17:51:44,2025-09-12 17:54:05,2025-09-12T17:54:01Z,5.098999977111816,141
1D3948866F33482DA795E9C40B53E162,1,1,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:51:40Z,0,155
1D3948866F33482DA795E9C40B53E162,0,2,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:51:49Z,9.187000036239624,155
1D3948866F33482DA795E9C40B53E162,0,3,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:51:57Z,7.827999830245972,155
1D3948866F33482DA795E9C40B53E162,2,4,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:05Z,8.205000162124634,155
1D3948866F33482DA795E9C40B53E162,2,5,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:15Z,9.335000038146973,155
1D3948866F33482DA795E9C40B53E162,1,6,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:20Z,5.602999925613403,155
1D3948866F33482DA795E9C40B53E162,2,7,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:27Z,7.122999906539917,155
1D3948866F33482DA795E9C40B53E162,1,8,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:32Z,5.141999959945679,155
1D3948866F33482DA795E9C40B53E162,0,9,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:38Z,5.53600001335144,155
1D3948866F33482DA795E9C40B53E162,2,10,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:42Z,4.39300012588501,155
1D3948866F33482DA795E9C40B53E162,1,11,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:46Z,3.2339999675750732,155
1D3948866F33482DA795E9C40B53E162,2,12,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:52:48Z,2.881999969482422,155
1D3948866F33482DA795E9C40B53E162,1,13,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:23Z,34.24900007247925,155
1D3948866F33482DA795E9C40B53E162,1,14,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:27Z,4.633999824523926,155
1D3948866F33482DA795E9C40B53E162,2,15,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:33Z,5.53600001335144,155
1D3948866F33482DA795E9C40B53E162,0,16,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:39Z,6.519000053405762,155
1D3948866F33482DA795E9C40B53E162,1,17,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:48Z,8.331000089645386,155
1D3948866F33482DA795E9C40B53E162,2,18,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:53:58Z,10.589999914169312,155
1D3948866F33482DA795E9C40B53E162,1,19,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:54:01Z,2.7660000324249268,155
1D3948866F33482DA795E9C40B53E162,0,20,1,Increasing,2025-09-12 17:51:32,2025-09-12 17:54:07,2025-09-12T17:54:04Z,2.7739999294281006,155
F241D40225A941ED979E71530F7CB1F8,2,1,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:00Z,0,156
F241D40225A941ED979E71530F7CB1F8,0,2,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:14Z,14.615000009536743,156
F241D40225A941ED979E71530F7CB1F8,0,3,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:24Z,9.5239999294281,156
F241D40225A941ED979E71530F7CB1F8,0,4,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:28Z,4.538000106811523,156
F241D40225A941ED979E71530F7CB1F8,2,5,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:35Z,6.54800009727478,156
F241D40225A941ED979E71530F7CB1F8,1,6,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:39Z,4.294999837875366,156
F241D40225A941ED979E71530F7CB1F8,0,7,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:45Z,6.203000068664551,156
F241D40225A941ED979E71530F7CB1F8,1,8,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:51Z,5.32699990272522,156
F241D40225A941ED979E71530F7CB1F8,1,9,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:53:56Z,5.174000024795532,156
F241D40225A941ED979E71530F7CB1F8,2,10,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:00Z,4.1519999504089355,156
F241D40225A941ED979E71530F7CB1F8,0,11,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:06Z,5.991000175476074,156
F241D40225A941ED979E71530F7CB1F8,2,12,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:12Z,5.54200005531311,156
F241D40225A941ED979E71530F7CB1F8,2,13,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:16Z,4.706999778747559,156
F241D40225A941ED979E71530F7CB1F8,2,14,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:20Z,3.7130000591278076,156
F241D40225A941ED979E71530F7CB1F8,2,15,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:25Z,4.6600000858306885,156
F241D40225A941ED979E71530F7CB1F8,0,16,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:32Z,7.398999929428101,156
F241D40225A941ED979E71530F7CB1F8,1,17,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:38Z,6.00600004196167,156
F241D40225A941ED979E71530F7CB1F8,2,18,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:42Z,3.8489999771118164,156
F241D40225A941ED979E71530F7CB1F8,1,19,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:46Z,3.7960000038146973,156
F241D40225A941ED979E71530F7CB1F8,2,20,0,Flat,2025-09-12 17:52:18,2025-09-12 17:54:54,2025-09-12T17:54:49Z,3.2980000972747803,156
FF0BAF21C46C4D9ABA513C417FFA195F,2,1,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:53:14Z,0,174
FF0BAF21C46C4D9ABA513C417FFA195F,1,2,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:53:27Z,13.343999862670898,174
FF0BAF21C46C4D9ABA513C417FFA195F,1,3,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:53:38Z,10.746999979019165,174
FF0BAF21C46C4D9ABA513C417FFA195F,0,4,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:53:48Z,9.528000116348267,174
FF0BAF21C46C4D9ABA513C417FFA195F,1,5,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:54:00Z,12.270999908447266,174
FF0BAF21C46C4D9ABA513C417FFA195F,1,6,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:54:11Z,10.755000114440918,174
FF0BAF21C46C4D9ABA513C417FFA195F,2,7,1,Increasing,2025-09-12 17:52:58,2025-09-12 17:55:52,2025-09-12T17:54:24Z,13.498999834060669,174
