,AgentName,Belief_1,Belief_2,Belief_3,Belief_4,Belief_5,Belief_6,Trend,Choice_Strategy,Strength_Beliefs
42,Increasing_0_42,2.359663514378387,2.364717448567779,-4.0579254891765695,-0.8212939677418738,3.0134343187268087,-1.0808984734086793,Increasing,100% Positive Test,2.2829888686666826
43,Increasing_0_43,5.261786310494464,1.82519776754862,-0.378498546172787,-1.2214899607365095,4.356309205726288,-2.4676465794579525,Increasing,100% Positive Test,2.5851547283561036
44,Increasing_0_44,5.804956401064942,3.013285485726848,-1.756201334393491,-0.9838516673350617,2.2666771268272212,-1.6425178376013196,Increasing,100% Positive Test,2.5779149754914803
45,Increasing_0_45,3.546792204574043,0.39145232403732577,-2.6110635803153235,-0.700682581986784,5.077176711689853,-1.5123680808395084,Increasing,100% Positive Test,2.3065892472404728
46,Increasing_0_46,0.3299504800472268,0.303495269826764,1.5416949704510994,1.0903502241974836,2.7661063139327227,-4.158668644561283,Increasing,100% Positive Test,1.6983776505027632
47,Increasing_0_47,2.621659238443185,-5.283699396343255,-2.397238662394982,-0.36969026246598585,-0.34466895878623327,2.7186116201659143,Increasing,100% Positive Test,2.289261356433259
48,Increasing_0_48,2.767360613846912,-4.5887273485029505,-1.3501449148625768,-1.2692034236131766,1.218167117309315,2.412347251899118,Increasing,100% Positive Test,2.2676584450056754
49,Increasing_0_49,-3.067624633574048,2.540290924222019,2.0907937714789773,2.026718818714373,-4.759659064776688,-2.376298853744713,Increasing,100% Positive Test,2.8102310110851363
50,Increasing_0_50,4.252770529726093,2.091005808950914,-1.2003155745225103,-3.2221092898102173,3.373136687706953,-2.056957023450736,Increasing,100% Positive Test,2.6993824856945707
51,Increasing_0_51,-1.3594686513343486,-1.170654115883812,2.5968404738554236,-0.1837146979134192,-5.631255043690935,-2.103095820615552,Increasing,100% Positive Test,2.1741714672155816
52,Increasing_0_52,1.804076920830072,-0.2677021481810182,-5.316190285820554,-1.9355858027489392,2.799943054827622,-1.3089771030446258,Increasing,100% Positive Test,2.238745885908805
53,Increasing_0_53,5.804956401064942,3.013285485726848,-1.756201334393491,-0.9838516673350617,2.2666771268272212,-1.6425178376013196,Increasing,100% Positive Test,2.5779149754914803
54,Increasing_0_54,0.09200788603217036,2.6243146781614035,1.7578809238360888,-1.8201716203744307,0.022477565426234136,-6.073474689492187,Increasing,100% Positive Test,2.0650545605537522
55,Increasing_0_55,-0.9182632049227936,2.129391407702564,2.5989113924758747,-1.5727220756725466,-0.5794102036593125,-5.677365319273814,Increasing,100% Positive Test,2.2460106006178173
56,Increasing_0_56,-4.407597299190842,-0.6205614492446773,2.721988842055142,2.001043891758445,-2.097290850967418,-2.305697686726168,Increasing,100% Positive Test,2.359030003323782
57,Increasing_0_57,3.0702871654843964,-3.9730786888926803,-0.24270143294785107,0.3585143696506301,2.508128253896923,0.8006987777059004,Increasing,100% Positive Test,1.8255681147630636
58,Increasing_0_58,-0.798761100741143,2.626975082820173,-2.716397219601446,1.651041999344234,2.43394944966642,3.281890106965274,Increasing,100% Positive Test,2.251502493189782
59,Increasing_0_59,2.6482583465034364,-5.916850078513421,-0.698502220193447,-0.04627846891275378,2.671281107791841,0.3980978180830227,Increasing,100% Positive Test,2.0632113399996537
60,Increasing_0_60,1.1595721424096566,-4.195895380922984,0.32141772968183,-0.6010977478588788,1.2214190282667303,4.013352403083877,Increasing,100% Positive Test,1.9187924053706595
61,Increasing_0_61,2.030891177214528,1.364344887879103,-5.420776511646571,-1.75266630881151,2.8476253263942772,-0.7358908093312267,Increasing,100% Positive Test,2.3586991702128697
62,Increasing_0_62,-4.494915316583226,1.3369195395441194,0.744650551513511,3.0698160290966348,-4.169543967112449,-1.1569524716486754,Increasing,100% Positive Test,2.495466312583103
63,Increasing_0_63,3.9749607036228802,-0.5558283957866291,0.3577627959893672,1.890476359031071,4.216785266893242,0.009242903623225884,Increasing,100% Positive Test,1.8341760708244026
64,Increasing_0_64,-2.560354611720237,2.3907922942943443,2.496036039303566,3.210534507082111,-4.546419656075855,-2.1268320940354264,Increasing,100% Positive Test,2.8884948670852566
65,Increasing_0_65,2.9725250378112342,1.792658827506096,-4.489078938624051,-0.45116010348877056,3.737678605975794,-0.7982239212038821,Increasing,100% Positive Test,2.373554239101638
66,Increasing_0_66,0.09200788603217036,2.6243146781614035,1.7578809238360888,-1.8201716203744307,0.022477565426234136,-6.073474689492187,Increasing,100% Positive Test,2.0650545605537522
67,Increasing_0_67,-2.393144903377887,1.1675383316720336,0.8764157992816282,2.657137859494619,2.1885191964899304,3.4416167960169637,Increasing,100% Positive Test,2.1207288143888436
68,Increasing_0_68,1.9471628187426244,-1.6281276425373326,-4.100418310016785,-0.9554140331915758,3.426309940445992,-3.8858189354502115,Increasing,100% Positive Test,2.65720861339742
69,Increasing_0_69,2.556156257950921,1.794968222117081,-4.122289976126787,-1.1114519527463689,3.2825831843882995,-1.2869955244986242,Increasing,100% Positive Test,2.3590741863046802
70,Increasing_0_70,1.8225127340417968,0.12571393724206675,-3.4480690431413263,-1.3221121014142683,4.526656538149507,-1.3851808116697852,Increasing,100% Positive Test,2.105040860943125
71,Increasing_0_71,-2.3252623859376422,2.112932358092817,1.7448125244110493,-0.38673890768225616,-4.703717206424023,-3.442582101559058,Increasing,100% Positive Test,2.452674247351141
72,Increasing_0_72,5.440803386041642,2.1090293074346147,-1.0396685995226855,-1.7760050796368534,3.6826310890540053,-2.0352087129914813,Increasing,100% Positive Test,2.6805576957802137
73,Increasing_0_73,3.007966349247104,-5.136212656293369,-0.3649929486033435,0.8225019042768719,2.6331016752261243,1.0664557023068162,Increasing,100% Positive Test,2.171871872658938
74,Increasing_0_74,1.5605489587038028,1.8283868618637686,2.678021007030832,0.2744980073591017,1.0384245186787462,-4.5185306128465,Increasing,100% Positive Test,1.983068327747125
75,Increasing_0_75,1.6522516233338354,0.4140736161566175,-1.2744440796949539,1.0802701971698487,3.3428600075548793,3.0194425524117405,Increasing,100% Positive Test,1.7972236793869794
76,Increasing_0_76,1.7201086603294033,-0.5647434881435517,2.4355167036064542,-0.8425066214177476,-1.2611355079537307,4.696877578600003,Increasing,100% Positive Test,1.9201480933418154
77,Increasing_0_77,-1.5026233638145314,-1.2175340864366282,0.0790437923018125,0.786924037772569,-1.6889370563913018,4.762185575281385,Increasing,100% Positive Test,1.6728746519997049
78,Increasing_0_78,1.621004220418397,-3.121971600558365,-2.06198135760326,-1.4774719589199374,-2.917035226611447,1.8944879309307496,Increasing,100% Positive Test,2.182325382507026
79,Increasing_0_79,-3.3495679586475995,2.5205604863673874,2.5942471664069426,0.7725124967638882,-4.433142666662181,-2.946118635710241,Increasing,100% Positive Test,2.76935823509304
80,Increasing_0_80,2.845552969601874,-1.4089387266282987,-1.3177698917104812,-1.6810200446784616,4.773663524569536,-2.04833799754455,Increasing,100% Positive Test,2.3458805257888673
81,Increasing_0_81,5.183837759971641,-1.3198811105074597,-1.0694239039079059,-2.4895233299333546,3.11651461494168,-1.7740397718628205,Increasing,100% Positive Test,2.492203415187477
82,Increasing_0_82,3.213401172304293,3.3796474224312334,-2.62129365371929,-1.7021585252564828,2.4382322393058447,-1.5817390761905004,Increasing,100% Positive Test,2.4894120148679404
83,Increasing_0_83,1.5866042482995995,-1.4732594075115204,-4.1369284170595595,0.8785475565669655,-0.09521742405891252,3.2326958325428006,Increasing,100% Positive Test,1.9005421476732263
84,Increasing_0_84,0.46022198778174406,1.043610679194788,-0.8212490925025729,-2.1315618257631623,0.935558685639669,-5.626000371570475,Increasing,100% Positive Test,1.836367107075402
85,Increasing_0_85,1.3821879686290823,1.9293705429825425,-4.5039428563195605,-1.309789527067049,-1.5469744857752334,1.8259612121307378,Increasing,100% Positive Test,2.083037765484034
86,Increasing_0_86,2.575416744432271,2.403755389076798,-1.3469918390994375,-2.2312543605101456,2.391942482632142,-3.1640700477498336,Increasing,100% Positive Test,2.3522384772501046
87,Increasing_0_87,-2.6544304927491322,1.5036855589631024,5.678377929322522,1.5578756458945544,-0.9349943090566509,-2.46978854500615,Increasing,100% Positive Test,2.4665254134986854
88,Increasing_0_88,4.770775740983175,1.8058490679872619,0.7407034820323561,-1.8984367140495226,3.976503478504476,-2.118726436751749,Increasing,100% Positive Test,2.5518324867180904
89,Increasing_0_89,-1.3660644915670943,1.6996751979444444,1.1113237612544307,0.4001021400210112,0.593551216512216,-4.688087385364981,Increasing,100% Positive Test,1.6431340321106962
90,Increasing_0_90,1.7052060507072349,1.5066377538667812,0.6281177624171601,-0.9358900680957598,2.591497640953259,-2.5747391754440487,Increasing,100% Positive Test,1.6570147419140406
91,Increasing_0_91,3.025714008941372,-4.943812583054442,-0.22089802816711723,0.3986955707163503,2.0889528378350315,1.3979582001921096,Increasing,100% Positive Test,2.0126718714844034
92,Increasing_0_92,4.426304261127729,2.100758251698997,0.03830575624590615,-2.5513258725734116,3.809529846391259,-2.6775103031394507,Increasing,100% Positive Test,2.600622381862792
93,Increasing_0_93,-1.1283805440229417,0.4817148152438361,-0.06283690824849508,-1.0596034212221683,0.0013681976703817655,-6.0836187704569085,Increasing,100% Positive Test,1.4695871094774553
94,Increasing_0_94,-0.24852666507375476,2.885611717357923,2.463938177868849,-1.7298864381078918,0.38674549561283833,-3.7274481169922487,Increasing,100% Positive Test,1.9070261018355843
95,Increasing_0_95,-2.266723784369792,1.7692579921622587,4.25576911370417,3.1159826764010927,-1.177993048004483,-2.8448896218030484,Increasing,100% Positive Test,2.5717693727408073
96,Increasing_0_96,4.213668679604757,1.0662041787072067,-2.7377442130740786,-0.09654055592663827,4.811821786280478,-1.424669876301151,Increasing,100% Positive Test,2.3917748816490514
97,Increasing_0_97,-2.5559586461130426,-1.2462434960314197,-0.14606881983475428,-1.0075709870387137,-5.630177721215722,-1.6199326744132616,Increasing,100% Positive Test,2.0343253907744856
98,Increasing_0_98,2.1596771344332635,-5.347408335532175,-2.0564962154078286,-0.8003088864348652,1.2554711764726418,2.3862160985192493,Increasing,100% Positive Test,2.3342629744666703
99,Increasing_0_99,-1.056706771320759,2.546828132236901,2.1813682162230394,-1.122209032435019,-0.638674163970681,-5.856780855319133,Increasing,100% Positive Test,2.233761195250922
100,Increasing_0_100,4.096646329053756,1.2301673892308607,-3.270701505417839,-2.0090016257801033,3.583829969599058,-1.8059521089056974,Increasing,100% Positive Test,2.666049821331219
101,Increasing_0_101,4.329869944577933,1.1208175825328723,-3.6526262145151964,-1.3922162076675526,4.110143342841323,-1.2780234408424676,Increasing,100% Positive Test,2.6472827888295574
102,Increasing_0_102,-0.7243221213481754,3.065962120071858,2.929330015293,-1.1892338564890284,-0.6724282720129737,-5.31783405405342,Increasing,100% Positive Test,2.3165184065447426
103,Increasing_0_103,-2.268018236009298,0.0067573978981047,-2.410170693754392,0.09076259815325094,2.2263812080820014,3.901968861173646,Increasing,100% Positive Test,1.8173431658451156
104,Increasing_0_104,3.651269102340869,-3.3412622721416256,-5.144578390566608,-1.2534478408079741,2.309962930481795,-0.7228099767513319,Increasing,100% Positive Test,2.7372217521817004
105,Increasing_0_105,2.6928315030464605,-4.94611618435166,-0.7203056249741808,-0.08645966997847376,3.0904565238537325,-0.19916160440318753,Increasing,100% Positive Test,1.955888518434616
106,Increasing_0_106,-0.6856159445972967,-2.3055112118079975,4.073921366240352,0.7575602524200904,2.6339450770712602,2.740811493644565,Increasing,100% Positive Test,2.199560890963594
107,Increasing_0_107,-2.218449582120474,2.695927974895664,-4.0548776879396105,-1.1488497830274345,1.2689815953866792,2.0203290172499715,Increasing,100% Positive Test,2.234569273436639
108,Increasing_0_108,-2.6423535770712525,1.4887053919143014,3.329474274973898,-0.5831875875604114,-0.8187839519119259,-4.758223121435692,Increasing,100% Positive Test,2.2701213174779133
109,Increasing_0_109,4.93357428298154,1.9512596217713223,0.44354802407049476,-1.3675101842056734,4.022769255092092,-2.428043543430164,Increasing,100% Positive Test,2.524450818591881
110,Increasing_0_110,1.1749417652125844,-3.272820894117951,-3.4536146544890887,-1.0141851685233716,-0.9607567466967665,2.1982458375786305,Increasing,100% Positive Test,2.0124275111030654
111,Increasing_0_111,1.6845788251364686,-0.16898715516566415,-4.411057104084308,-0.8270737139770915,4.449122037676107,-3.3348160644597473,Increasing,100% Positive Test,2.479272483416564
112,Increasing_0_112,0.6076890331625221,0.8107369455994662,-5.268653917496121,-0.26925841974922937,1.8232651846203847,-2.1736661359445697,Increasing,100% Positive Test,1.8255449394287158
113,Increasing_0_113,2.9827013192770377,2.494656119174114,-2.5106963523801444,-2.125239712652855,3.0199557573209947,-0.7620289680572564,Increasing,100% Positive Test,2.3158797048104005
114,Increasing_0_114,1.2789479691542212,-4.155504549259568,-0.478388791259314,-1.0831106457813573,0.9574912901943802,4.369633726841219,Increasing,100% Positive Test,2.0538461620816766
115,Increasing_0_115,3.7411721775378446,0.13551593901528508,-1.688449748871312,-0.9447674292820464,5.196866210556627,-2.0545041812144897,Increasing,100% Positive Test,2.2935459477462676
116,Increasing_0_116,2.5982604903778443,-4.9729986963202775,1.0270385011377383,0.9262952058669748,1.682075297900604,2.294898966879921,Increasing,100% Positive Test,2.2502611930805596
117,Increasing_0_117,-3.462918297722753,1.8719483616398362,0.6276871840970847,2.5492200942497267,-4.25922488813153,-2.4274309636172227,Increasing,100% Positive Test,2.533071631576359
118,Increasing_0_118,1.3611507005200907,-0.7589542037932814,4.996756587569242,-0.2931590828492131,0.36161215140859365,3.5245832357496396,Increasing,100% Positive Test,1.8827026603150099
119,Increasing_0_119,2.852628078020645,-2.92342104576116,0.19402798137307442,0.7842840562924803,-2.1537895182649085,1.4976524703501184,Increasing,100% Positive Test,1.7343005250103978
120,Increasing_0_120,-2.8669592675418536,2.615737539828981,3.5964376538420018,1.5235157861867044,-4.857804257791686,-2.003846067541157,Increasing,100% Positive Test,2.910716762122064
121,Increasing_0_121,5.012078683600719,2.284992427635086,0.23383232456706637,-1.818272156124398,4.098558261645547,-2.3376970482984643,Increasing,100% Positive Test,2.63090515031188
122,Increasing_0_122,2.6629478318154423,-3.804181285867567,-2.2497718325983254,0.1515642031624807,2.0226993918103333,1.6884423620069895,Increasing,100% Positive Test,2.09660115121019
123,Increasing_0_123,4.185001318510184,1.6216148920511724,0.5451769137111961,-2.6314904304985363,3.6874750632501883,-2.4585396915927356,Increasing,100% Positive Test,2.5215497182690023
124,Increasing_0_124,1.1124245359749567,2.672073486496804,0.8243152530895076,-1.4618254012226428,3.3897524511327504,-0.8025331361593145,Increasing,100% Positive Test,1.710487377345996
125,Increasing_0_125,2.7076931894549148,-4.933279699918521,-0.6836807507042243,1.541218331887852,2.3508951211471794,1.972449102113885,Increasing,100% Positive Test,2.3648693658710958
126,Increasing_0_126,3.8316504432847154,0.19117500004976334,-0.8847135641856829,-2.0948267102496576,4.902961312315775,-1.9993004107735963,Increasing,100% Positive Test,2.317437906809865
127,Increasing_0_127,5.1832819098752845,1.4914649616848565,-0.1687828466693585,-0.7707279888177848,4.280520199172833,-2.557993074589653,Increasing,100% Positive Test,2.408795163468295
128,Increasing_0_128,5.261786310494464,1.82519776754862,-0.378498546172787,-1.2214899607365095,4.356309205726288,-2.4676465794579525,Increasing,100% Positive Test,2.5851547283561036
129,Increasing_0_129,2.4743169862971977,-4.603588976133525,-1.8326039714727183,-1.0964953796463317,0.6451425797489596,3.1002850496205485,Increasing,100% Positive Test,2.2920721571532137
130,Increasing_0_130,2.917853536743497,-2.1510119504930056,-0.7484239264224327,2.4752051997014948,2.7753005786716236,1.890399821268884,Increasing,100% Positive Test,2.1596991688834897
131,Increasing_0_131,2.249768427406648,1.1664112955746286,-2.820319546381657,0.6801609550241631,3.850588292975543,-0.8578955226691508,Increasing,100% Positive Test,1.937524006671965
132,Increasing_0_132,5.261786310494464,1.82519776754862,-0.378498546172787,-1.2214899607365095,4.356309205726288,-2.4676465794579525,Increasing,100% Positive Test,2.5851547283561036
133,Increasing_0_133,1.6876164313363717,-5.646101503048743,-1.8777852186680717,-0.07308572356767647,1.356124755584569,2.641716029774208,Increasing,100% Positive Test,2.2137382769966067
134,Increasing_0_134,5.02048336787692,1.3460544079007961,0.12837261129250288,-1.3016545186616342,4.2342544225852174,-2.2486759679112374,Increasing,100% Positive Test,2.3799158827047178
135,Increasing_0_135,0.8239078262509246,-1.7585496960593452,-0.9199107463226617,-0.9899389655480565,-0.3230966746293556,-6.280067162339891,Increasing,100% Positive Test,1.849245178525039
136,Increasing_0_136,4.6648825541547865,1.7528456393400673,1.3446295113754863,-1.4238051337338054,3.813986423292304,-1.7548691373196617,Increasing,100% Positive Test,2.4591697332026854
137,Increasing_0_137,-3.409209207450212,2.277119778144808,2.455610698815697,0.8450147177417535,-4.02339228806225,-3.0222751784193713,Increasing,100% Positive Test,2.6721036447723487
138,Increasing_0_138,5.191095759147897,2.5688239675210807,-0.42733772878283216,-2.372787275024742,3.4248801449732644,-1.9052591818319926,Increasing,100% Positive Test,2.648364009546968
139,Increasing_0_139,0.5432996581461341,-3.673504115447011,-4.540066269598784,-0.690596748721847,-2.8158757047380094,0.9764506376619512,Increasing,100% Positive Test,2.2066321890522893
140,Increasing_0_140,-2.597216625660712,-1.1871266400544482,-0.5476982559398745,3.0119112739799436,-3.697327759717756,-2.3242149779629284,Increasing,100% Positive Test,2.227582588885944
141,Increasing_0_141,0.24119881014032474,3.311902931121435,3.0355286024017047,-0.8265286253524177,-0.20208111330624656,-5.01757587471383,Increasing,100% Positive Test,2.105802659505993
142,Increasing_0_142,1.194774777891478,-3.399265752303329,-0.3313474822713455,-2.2270266424628287,0.4525070227258788,4.21188250127775,Increasing,100% Positive Test,1.9694673631554351
143,Increasing_0_143,-1.5154218418749892,2.1806545916770217,4.367654165757466,3.4712586146504294,-3.1573504476304404,-0.8860282221041813,Increasing,100% Positive Test,2.596394647282421
144,Increasing_0_144,-3.7384366816853825,1.0745406574288556,-1.3527117642949018,2.943153856468057,-3.403823939672448,1.0488485458925196,Increasing,100% Positive Test,2.260252574240361
145,Increasing_0_145,-1.8402618009500256,-2.3974247035843432,1.8298945730084242,1.4041013043741555,2.1236407278269183,2.280917800236825,Increasing,100% Positive Test,1.9793734849967821
146,Increasing_0_146,-2.2282647550175163,0.9884800050442929,5.2923785613170615,2.0491420080257785,-0.9826184052818169,-2.451810708031127,Increasing,100% Positive Test,2.3321157404529322
147,Increasing_0_147,4.2423590285149375,0.856861930244661,-0.8292691908325496,-1.9419002851331177,4.85894908912364,-2.367229370774068,Increasing,100% Positive Test,2.516094815770496
148,Increasing_0_148,2.3912580139647974,-0.8322570769986405,3.3740206710692795,0.7760076348076153,0.9080697813383609,3.497013477326968,Increasing,100% Positive Test,1.963104442584277
149,Increasing_0_149,-1.9636182647887923,2.580656450946938,3.9565821861535833,2.8348802901413155,-2.8333050311769474,1.1145418923192691,Increasing,100% Positive Test,2.547264019254474
150,Increasing_0_150,5.012078683600719,2.284992427635086,0.23383232456706637,-1.818272156124398,4.098558261645547,-2.3376970482984643,Increasing,100% Positive Test,2.63090515031188
151,Increasing_0_151,1.7942909587926947,-2.7374816556106087,-1.1723214598591312,-1.752339132028325,-3.1933478295338955,1.8987646605726143,Increasing,100% Positive Test,2.0914242827328784
152,Increasing_0_152,3.8911014435501463,-2.7929455103748637,0.4898715241370355,2.2459784966493284,-0.4177384641940959,2.710342229199784,Increasing,100% Positive Test,2.0913296113508757
153,Increasing_0_153,3.710842643567034,-3.607759949331004,-2.4574739516807904,-1.5643369343328117,-1.453866998607825,1.4493855036349146,Increasing,100% Positive Test,2.3739443301923964
154,Increasing_0_154,3.2256259161618797,1.0972222041673185,2.413466961433679,-2.9024710433033043,0.34222415844467846,-4.1198616167786195,Increasing,100% Positive Test,2.350145316714913
155,Increasing_0_155,-1.5956891343978554,0.8514799104547025,2.0857431316548998,-0.5357942650045381,-5.70222764326574,-2.9106533304491435,Increasing,100% Positive Test,2.28026456920448
156,Increasing_0_156,-0.6551885013833526,1.8422048159967712,1.1746742972017632,-0.5035314782879078,0.1415897894021606,-5.529588917427753,Increasing,100% Positive Test,1.6411296332832848
157,Increasing_0_157,1.9580380074788484,-4.156362858103259,-2.740596369721829,-0.9994774867714334,0.7705911825500431,3.502353502068706,Increasing,100% Positive Test,2.354569901115686
158,Increasing_0_158,4.426304261127729,2.100758251698997,0.03830575624590615,-2.5513258725734116,3.809529846391259,-2.6775103031394507,Increasing,100% Positive Test,2.600622381862792
