turkid,condition,message_type,startdate,enddate,could_learn_interim_1,could_learn_interim_2,could_learn_interim_3,belief_valuation,belief_market_size,belief_competitors,belief_sector_of_activity,time_to_completion,Duration_Post,StartDate_Post,EndDate_Post,CouldLearn_1,CouldLearn_2,CouldLearn_3,Confidence_NC,Confidence_MS,Confidence_CV,Confidence_SA,Slope,Positive_Test_First,Negative_Test_First,Positive_Test_Second,Negative_Test_Second,condid
3AB5EC76790C4793A33F5E96FCD3BC36,Flat,positive_test,2025-11-15 22:26:16,2025-11-15 22:31:39,1,-1,-1,2,5,4,4,323,68,11/15/2025 23:31,11/15/2025 23:32,-1,-2,-1,4,4,3,2,1,4,3,4,4,0
5C342B0A6CCF40929D2EA3DA67248313,Flat,positive_test,2025-11-15 21:45:36,2025-11-15 21:48:50,2,2,-1,5,4,2,5,194,32,11/15/2025 22:48,11/15/2025 22:49,1,-1,-1,2,5,5,4,1,3,4,3,3,0
61423B8E61EE4D55ACF38CB23FCD5C7B,Increasing,positive_test,2025-11-15 21:46:21,2025-11-15 21:49:32,-2,-2,-2,3,4,2,1,191,83,11/15/2025 22:49,11/15/2025 22:50,1,1,1,1,5,5,3,2,5,2,5,1,1
D774BFA22820497C8B7812A97E2894E5,Increasing,negative_test,2025-11-15 21:45:36,2025-11-15 21:49:54,1,-1,-1,3,4,3,2,258,85,11/15/2025 22:49,11/15/2025 22:51,-2,-1,-2,3,3,3,2,1,3,2,1,1,1
B98E88522EAB4C4ABA1CB7B727104B82,Increasing,control,2025-11-15 21:45:26,2025-11-15 21:50:57,2,1,1,4,4,5,3,331,95,11/15/2025 22:50,11/15/2025 22:52,0,0,0,3,3,4,3,1,4,2,4,2,1
98672B3E43274F39BCEC0E8A956F4934,Flat,positive_test,2025-11-15 21:46:41,2025-11-15 21:51:46,1,1,1,1,3,1,4,305,63,11/15/2025 22:51,11/15/2025 22:52,1,1,1,4,2,4,5,2,3,3,3,3,0
CE5685B2F67C4B39BEBC8216677FDB8E,Flat,negative_test,2025-11-15 21:46:50,2025-11-15 21:52:00,1,1,1,3,2,2,3,310,71,11/15/2025 22:52,11/15/2025 22:53,-1,-1,-1,4,4,3,3,2,4,3,2,4,0
214689391512479C88B509EC0ABF9029,Increasing,control,2025-11-15 21:46:59,2025-11-15 21:54:06,1,0,0,2,4,4,3,427,177,11/15/2025 22:54,11/15/2025 22:57,1,1,1,3,4,3,3,1,4,3,2,3,1
054016E0CC444E54BC1FA85CEF54151D,Flat,positive_test,2025-11-15 21:44:13,2025-11-15 21:46:37,-2,-2,-2,1,1,1,1,144,36,11/15/2025 22:46,11/15/2025 22:47,-2,-2,-2,1,1,1,1,2,3,3,3,3,0
5366A7251E5A41C280D47C8FD2328B43,Flat,control,2025-11-15 21:49:22,2025-11-15 21:55:50,1,2,1,4,4,5,3,388,62,11/15/2025 22:55,11/15/2025 22:56,1,2,2,5,5,3,4,2,4,2,3,4,0
F283F734C66546018E5A4441E6D72175,Flat,control,2025-11-15 22:03:08,2025-11-15 22:06:56,-1,-1,-1,4,4,4,3,228,86,11/15/2025 23:06,11/15/2025 23:08,1,0,1,4,4,4,3,2,5,1,4,2,0
9D63CB432BEA4C6996A193C19497FAFD,Increasing,negative_test,2025-11-15 21:47:01,2025-11-15 21:52:00,1,1,1,4,4,4,2,299,59,11/15/2025 22:52,11/15/2025 22:53,1,1,1,4,4,3,2,1,5,1,1,5,1
849002DBBC204ACB878DF550F736F1FA,Flat,positive_test,2025-11-15 21:52:27,2025-11-15 21:54:53,2,-1,-1,2,2,5,1,146,68,11/15/2025 22:54,11/15/2025 22:56,2,-1,-1,5,2,2,3,2,5,1,5,1,0
143A508813DA45C2852DC6A78FD99FC0,Increasing,control,2025-11-15 21:46:38,2025-11-15 21:48:51,1,1,0,2,5,3,1,133,38,11/15/2025 22:48,11/15/2025 22:49,-1,-1,-1,3,2,2,2,1,3,3,2,4,1
BE7D652B1B734C44B910CE4243B96030,Increasing,control,2025-11-15 21:45:11,2025-11-15 21:49:02,1,1,1,2,3,1,3,231,71,11/15/2025 22:49,11/15/2025 22:50,1,1,1,1,3,2,2,1,5,1,5,1,1
C9439BEA746F47A2B81E3D8B1B7CE47E,Flat,negative_test,2025-11-15 21:53:11,2025-11-15 21:58:38,-1,-2,-2,3,2,2,2,327,58,11/15/2025 22:58,11/15/2025 22:59,-2,-2,-2,1,1,1,3,2,5,1,1,5,0
0F7E273965A9480F80E124962B9C9F69,Flat,positive_test,2025-11-15 21:44:27,2025-11-15 21:49:33,1,1,1,3,4,3,3,306,70,11/15/2025 22:49,11/15/2025 22:50,-1,-1,-1,4,4,3,3,2,4,2,4,3,0
B31C0A24CBAF4BCABE013F88CBD52C09,Increasing,control,2025-11-15 21:49:36,2025-11-15 21:53:47,1,2,1,2,5,2,3,251,68,11/15/2025 22:53,11/15/2025 22:54,1,1,1,4,4,3,2,1,4,2,4,2,1
508EA260747D44A5A5B4DC603FC681DE,Flat,positive_test,2025-11-15 21:45:45,2025-11-15 21:50:07,-1,0,-1,1,5,4,3,262,125,11/15/2025 22:50,11/15/2025 22:52,-1,-1,0,5,4,1,4,2,1,1,5,1,0
1EAA5710ECE643A7BB05B821CFB2A28B,Flat,positive_test,2025-11-15 21:47:32,2025-11-15 21:50:10,-2,-2,-2,1,2,2,1,158,49,11/15/2025 22:50,11/15/2025 22:50,-2,-2,-2,2,1,2,1,1,4,2,4,2,0
30A26B2E113245E9BFA217EE02DB2B52,Flat,positive_test,2025-11-15 21:45:14,2025-11-15 21:50:11,1,1,0,3,3,3,3,297,44,11/15/2025 22:50,11/15/2025 22:50,0,0,0,3,3,3,3,2,4,1,4,1,0
4E8F374641664308BC61E901BE70A4E5,Flat,control,2025-11-15 21:47:22,2025-11-15 21:50:30,1,1,1,4,4,2,5,188,64,11/15/2025 22:50,11/15/2025 22:51,1,1,1,5,2,3,4,2,3,3,4,2,0
BC9734408CE641DF8C0010DC0E24ED82,Flat,control,2025-11-15 21:45:58,2025-11-15 21:51:03,1,0,1,5,3,4,3,305,73,11/15/2025 22:51,11/15/2025 22:52,1,1,2,4,4,5,2,2,4,1,5,1,0
D8F23F7E42294B9592FFB849ED015E1F,Increasing,negative_test,2025-11-15 21:45:24,2025-11-15 21:51:33,0,0,0,4,2,4,1,369,263,11/15/2025 22:51,11/15/2025 22:55,0,0,0,4,4,1,3,1,3,3,2,3,1
766FE5CF5E314C6E8BDBD764CF8E9050,Increasing,positive_test,2025-11-15 21:48:09,2025-11-15 21:51:37,2,0,1,4,4,2,5,208,52,11/15/2025 22:51,11/15/2025 22:52,1,1,-1,5,5,3,3,1,2,5,5,1,1
BCE9158D8EC84D9CA74C7C0943809625,Flat,negative_test,2025-11-15 21:46:43,2025-11-15 21:52:24,1,1,1,3,5,4,5,341,145,11/15/2025 22:52,11/15/2025 22:54,1,1,1,4,5,4,5,2,5,1,1,5,0
6972F22F718946CC8DBB689A45FAC7E5,Increasing,control,2025-11-15 21:45:28,2025-11-15 21:47:33,1,0,2,5,3,5,2,125,35,11/15/2025 22:47,11/15/2025 22:48,1,2,1,4,5,5,3,2,4,1,4,2,1
20152F46CCAB4B1B990CA7B3375F1234,Increasing,control,2025-11-15 21:44:03,2025-11-15 21:47:55,1,0,-1,1,2,1,3,232,67,11/15/2025 22:47,11/15/2025 22:49,0,1,-1,1,3,2,3,1,3,3,5,5,1
C071A4642828488FB10DE919F26077CD,Increasing,positive_test,2025-11-15 21:51:00,2025-11-15 21:54:43,-1,2,2,5,5,4,4,223,111,11/15/2025 22:54,11/15/2025 22:56,1,2,2,5,5,4,4,1,4,2,5,2,1
1A40B0BD6ACA480A93FDCD0C474DE120,Flat,positive_test,2025-11-15 21:44:14,2025-11-15 21:48:18,1,0,1,3,4,2,4,244,82,11/15/2025 22:48,11/15/2025 22:49,1,0,1,4,4,4,4,2,5,1,5,1,0
4F9BD9EA0C2748FEA79C27B466B5ED13,Flat,control,2025-11-15 21:46:07,2025-11-15 21:48:32,-2,-2,-2,1,1,1,1,145,38,11/15/2025 22:48,11/15/2025 22:49,-2,-2,-2,1,1,1,1,2,5,1,5,1,0
E00FE3F926504F12A763173EBB54E91D,Flat,positive_test,2025-11-15 21:47:02,2025-11-15 21:51:58,1,0,0,4,4,1,5,296,59,11/15/2025 22:51,11/15/2025 22:52,1,1,1,5,4,2,5,2,5,2,5,1,0
EFAE940419184BBFA6C7066CD8A3F955,Increasing,control,2025-11-15 21:52:43,2025-11-15 22:02:21,1,1,1,4,3,2,3,578,192,11/15/2025 23:02,11/15/2025 23:05,1,1,1,2,3,3,4,1,3,4,3,3,1
80150C361D894B2EA9855D6A6D2B04EA,Flat,negative_test,2025-11-15 21:44:53,2025-11-15 21:48:51,-1,-1,-1,1,1,1,1,238,51,11/15/2025 22:48,11/15/2025 22:49,-2,-2,-2,1,1,1,1,1,3,3,1,5,0
747E64306A7D4B5F8A0B44F1E55B1212,Increasing,negative_test,2025-11-15 21:49:26,2025-11-15 21:56:23,0,1,1,3,2,4,3,417,96,11/15/2025 22:56,11/15/2025 22:57,0,0,0,3,2,3,3,1,4,2,2,4,1
E2047E298CF54A09AC5096D16E35328E,Increasing,control,2025-11-15 21:44:49,2025-11-15 21:49:41,1,1,1,2,2,2,5,292,57,11/15/2025 22:49,11/15/2025 22:50,1,1,1,3,3,3,5,1,5,1,5,1,1
66FCBE726F3D4D0D8443E87CA14AAD72,Increasing,control,2025-11-15 21:45:15,2025-11-15 21:49:43,1,1,1,5,5,5,5,268,70,11/15/2025 22:49,11/15/2025 22:50,2,2,2,5,5,5,5,1,5,1,5,1,1
2DAC3EF2B84E4203BB982332668DDE31,Increasing,negative_test,2025-11-15 21:48:22,2025-11-15 21:50:07,2,2,1,2,2,1,2,105,39,11/15/2025 22:50,11/15/2025 22:50,-1,-1,-1,1,3,3,4,1,4,2,1,5,1
2B260404057A465DB7EAC03C3CA1852C,Flat,positive_test,2025-11-15 21:47:01,2025-11-15 21:50:53,0,0,0,2,3,4,4,232,75,11/15/2025 22:50,11/15/2025 22:52,1,1,0,3,4,3,5,3,3,3,2,4,0
9FA3BFE6B96E40248E7499F0580672C7,Increasing,positive_test,2025-11-15 21:48:35,2025-11-15 21:51:22,2,1,1,1,1,4,1,167,65,11/15/2025 22:51,11/15/2025 22:52,1,1,1,2,4,2,4,1,4,2,5,1,1
CC361B80720C466D98F6B5E54113D08B,Flat,negative_test,2025-11-15 21:46:18,2025-11-15 21:51:44,2,1,1,4,4,3,5,326,127,11/15/2025 22:51,11/15/2025 22:53,1,1,2,4,3,3,5,1,4,2,4,2,0
53745945344E42D28AFFA6356DA9C927,Increasing,negative_test,2025-11-15 21:47:56,2025-11-15 21:52:32,2,2,2,2,4,5,2,276,51,11/15/2025 22:52,11/15/2025 22:53,1,1,1,4,3,4,3,1,4,2,2,4,1
B12C9A18F7EA434BB733A40E15D206B3,Flat,control,2025-11-15 21:48:36,2025-11-15 21:52:54,0,0,-1,3,5,5,3,258,104,11/15/2025 22:52,11/15/2025 22:54,0,1,0,5,5,3,3,1,5,1,4,2,0
BA6C1D9C43874C819E719BAB94A94A51,Increasing,negative_test,2025-11-15 21:49:09,2025-11-15 21:52:36,0,0,0,3,4,4,4,207,56,11/15/2025 22:52,11/15/2025 22:53,0,0,0,4,3,4,3,1,2,4,3,3,1
4EC93B46667B4523ACD27851A934CC46,Increasing,control,2025-11-15 21:46:05,2025-11-15 21:52:36,1,-1,-2,2,2,4,4,391,111,11/15/2025 22:52,11/15/2025 22:54,1,-1,-1,4,4,2,2,1,4,2,5,1,1
30A264DBBF9F4CA3B0B1768B361B0F79,Increasing,negative_test,2025-11-15 22:01:30,2025-11-15 22:07:04,2,1,1,4,3,4,5,334,97,11/15/2025 23:07,11/15/2025 23:08,1,0,1,4,3,4,3,1,5,1,1,5,1
F1558B0C261349D3A3A5228159BD3D6E,Increasing,negative_test,2025-11-15 21:49:03,2025-11-15 21:52:53,-2,-2,-2,2,1,3,3,230,79,11/15/2025 22:52,11/15/2025 22:54,-2,-2,-2,1,3,1,2,1,3,3,2,4,1
000EDE20B49148C6B225823CC6D64AF7,Flat,negative_test,2025-11-15 21:48:35,2025-11-15 21:53:05,1,-1,1,2,2,4,3,270,79,11/15/2025 22:53,11/15/2025 22:54,1,0,-1,5,2,2,3,2,4,2,4,2,0
E367AD3C4EEF4B2F9277D3582137232C,Increasing,positive_test,2025-11-15 21:52:39,2025-11-15 22:02:36,1,1,1,2,2,4,4,597,205,11/15/2025 23:02,11/15/2025 23:06,1,1,1,5,2,2,4,2,4,1,5,1,1
945B815AA9D04EDBA58B91E4C01FA46D,Flat,control,2025-11-15 22:26:12,2025-11-15 22:31:54,2,-1,0,2,4,3,4,342,60,11/15/2025 23:31,11/15/2025 23:32,0,-1,1,4,3,4,3,1,4,3,3,3,0
