turkid,round,choice,condid,condition,message_type,startdate,enddate,could_learn_interim_1,could_learn_interim_2,could_learn_interim_3,belief_valuation,belief_market_size,belief_competitors,belief_sector_of_activity,timing,time_to_choose,time_to_completion
98C16A8BE0E143998A224A5676B7C245,11,1,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:22:18Z,6.502000093460083,336
98C16A8BE0E143998A224A5676B7C245,12,1,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:22:26Z,8.4029998779296875,336
98C16A8BE0E143998A224A5676B7C245,13,2,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:22:36Z,10.085999965667725,336
98C16A8BE0E143998A224A5676B7C245,14,2,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:22:43Z,6.9070000648498535,336
98C16A8BE0E143998A224A5676B7C245,15,0,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:23:28Z,44.723999977111816,336
98C16A8BE0E143998A224A5676B7C245,16,0,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:23:38Z,9.654000043869019,336
98C16A8BE0E143998A224A5676B7C245,17,1,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:23:47Z,8.80299997329712,336
98C16A8BE0E143998A224A5676B7C245,18,2,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:23:53Z,6.2850000858306885,336
98C16A8BE0E143998A224A5676B7C245,19,0,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:23:59Z,6.017999887466431,336
98C16A8BE0E143998A224A5676B7C245,20,2,1,Increasing,positive_test,2025-11-15 19:18:40,2025-11-15 19:24:16,1,1,1,2,3,4,2,2025-11-15T19:24:12Z,13.271000146865845,336
281A15922C6E4DF2BBA0245CFD716D59,1,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:18:19Z,0,499
281A15922C6E4DF2BBA0245CFD716D59,2,1,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:18:50Z,31.388000011444092,499
281A15922C6E4DF2BBA0245CFD716D59,3,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:19:15Z,24.996999979019165,499
281A15922C6E4DF2BBA0245CFD716D59,4,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:19:25Z,9.494999885559082,499
281A15922C6E4DF2BBA0245CFD716D59,5,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:19:49Z,24.561000108718872,499
281A15922C6E4DF2BBA0245CFD716D59,6,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:20:07Z,18.013000011444092,499
281A15922C6E4DF2BBA0245CFD716D59,7,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:20:25Z,17.384000062942505,499
281A15922C6E4DF2BBA0245CFD716D59,8,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:20:58Z,33.169999837875366,499
281A15922C6E4DF2BBA0245CFD716D59,9,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:21:09Z,11.532999992370605,499
281A15922C6E4DF2BBA0245CFD716D59,10,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:21:25Z,15.144000053405762,499
281A15922C6E4DF2BBA0245CFD716D59,11,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:21:49Z,24.888999938964844,499
281A15922C6E4DF2BBA0245CFD716D59,12,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:22:03Z,13.410000085830688,499
281A15922C6E4DF2BBA0245CFD716D59,13,2,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:22:09Z,6.111000061035156,499
281A15922C6E4DF2BBA0245CFD716D59,14,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:22:34Z,24.9229998588562,499
281A15922C6E4DF2BBA0245CFD716D59,15,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:24:10Z,95.96200013160706,499
281A15922C6E4DF2BBA0245CFD716D59,16,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:24:24Z,14.295000076293945,499
281A15922C6E4DF2BBA0245CFD716D59,17,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:24:39Z,15.229999780654907,499
281A15922C6E4DF2BBA0245CFD716D59,18,1,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:24:55Z,15.511000156402588,499
281A15922C6E4DF2BBA0245CFD716D59,19,0,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:25:15Z,20.536999940872192,499
281A15922C6E4DF2BBA0245CFD716D59,20,1,0,Flat,positive_test,2025-11-15 19:17:17,2025-11-15 19:25:36,-1,-1,-1,2,3,2,4,2025-11-15T19:25:30Z,14.678999900817871,499
8F92154D8BED4FEEBF5731E3398728FB,1,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:37:54Z,0,161
8F92154D8BED4FEEBF5731E3398728FB,2,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:00Z,5.286999940872192,161
8F92154D8BED4FEEBF5731E3398728FB,3,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:04Z,4.489000082015991,161
8F92154D8BED4FEEBF5731E3398728FB,4,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:11Z,6.552999973297119,161
8F92154D8BED4FEEBF5731E3398728FB,5,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:16Z,5.210999965667725,161
8F92154D8BED4FEEBF5731E3398728FB,6,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:19Z,3.4670000076293945,161
8F92154D8BED4FEEBF5731E3398728FB,7,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:23Z,3.927000045776367,161
8F92154D8BED4FEEBF5731E3398728FB,8,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:27Z,3.694000005722046,161
8F92154D8BED4FEEBF5731E3398728FB,9,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:31Z,4.0950000286102295,161
8F92154D8BED4FEEBF5731E3398728FB,10,0,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:35Z,4.091000080108643,161
8F92154D8BED4FEEBF5731E3398728FB,11,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:39Z,3.6059999465942383,161
8F92154D8BED4FEEBF5731E3398728FB,12,0,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:43Z,4.48199987411499,161
8F92154D8BED4FEEBF5731E3398728FB,13,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:47Z,4.065999984741211,161
8F92154D8BED4FEEBF5731E3398728FB,14,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:38:52Z,4.617000102996826,161
8F92154D8BED4FEEBF5731E3398728FB,15,0,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:39:59Z,66.89800000190735,161
8F92154D8BED4FEEBF5731E3398728FB,16,0,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:40:04Z,4.9019999504089355,161
8F92154D8BED4FEEBF5731E3398728FB,17,1,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:40:09Z,5.674000024795532,161
8F92154D8BED4FEEBF5731E3398728FB,18,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:40:14Z,4.163000106811523,161
8F92154D8BED4FEEBF5731E3398728FB,19,0,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:40:17Z,3.8409998416900635,161
8F92154D8BED4FEEBF5731E3398728FB,20,2,0,Flat,negative_test,2025-11-15 20:37:45,2025-11-15 20:40:26,1,0,0,4,3,2,3,2025-11-15T20:40:22Z,4.861999988555908,161
6B3ED8C4972547C1A0C8D434459E6ABB,1,2,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:05Z,0,257
6B3ED8C4972547C1A0C8D434459E6ABB,2,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:18Z,13.062000036239624,257
6B3ED8C4972547C1A0C8D434459E6ABB,3,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:25Z,6.815000057220459,257
6B3ED8C4972547C1A0C8D434459E6ABB,4,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:34Z,9.139999866485596,257
6B3ED8C4972547C1A0C8D434459E6ABB,5,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:40Z,6.33899998664856,257
6B3ED8C4972547C1A0C8D434459E6ABB,6,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:51Z,10.811000108718872,257
6B3ED8C4972547C1A0C8D434459E6ABB,7,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:38:55Z,4.022000074386597,257
6B3ED8C4972547C1A0C8D434459E6ABB,8,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:06Z,11.358999967575073,257
6B3ED8C4972547C1A0C8D434459E6ABB,9,2,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:12Z,6.082000017166138,257
6B3ED8C4972547C1A0C8D434459E6ABB,10,2,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:18Z,5.485999822616577,257
6B3ED8C4972547C1A0C8D434459E6ABB,11,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:24Z,5.716000080108643,257
6B3ED8C4972547C1A0C8D434459E6ABB,12,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:28Z,3.9549999237060547,257
6B3ED8C4972547C1A0C8D434459E6ABB,13,2,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:31Z,2.9200000762939453,257
6B3ED8C4972547C1A0C8D434459E6ABB,14,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:39:33Z,2.8510000705718994,257
6B3ED8C4972547C1A0C8D434459E6ABB,15,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:41:29Z,115.16599988937378,257
6B3ED8C4972547C1A0C8D434459E6ABB,16,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:41:36Z,7.02400016784668,257
6B3ED8C4972547C1A0C8D434459E6ABB,17,1,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:41:45Z,9.694999933242798,257
6B3ED8C4972547C1A0C8D434459E6ABB,18,2,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:41:51Z,5.869999885559082,257
6B3ED8C4972547C1A0C8D434459E6ABB,19,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:41:58Z,6.442000150680542,257
6B3ED8C4972547C1A0C8D434459E6ABB,20,0,0,Flat,negative_test,2025-11-15 20:37:51,2025-11-15 20:42:08,-1,-1,-1,3,3,3,3,2025-11-15T20:42:05Z,7.105000019073486,257
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,1,0,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:29:23Z,0,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,2,0,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:29:40Z,16.705000162124634,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,3,1,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:29:52Z,12.276999950408936,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,4,2,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:11Z,18.865999937057495,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,5,2,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:18Z,6.5,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,6,1,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:23Z,5.2840001583099365,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,7,0,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:31Z,8.014999866485596,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,8,2,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:37Z,6.134999990463257,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,9,0,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:46Z,8.950999975204468,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,10,0,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:52Z,6.083000183105469,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,11,2,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:30:58Z,6.216999769210815,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,12,1,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:31:03Z,4.6000001430511475,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,13,2,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:31:10Z,7.61899995803833,228
2B0A2D3AAE8C4F3ABCEACA1EDEB20212,14,1,1,Increasing,negative_test,2025-11-15 19:29:00,2025-11-15 19:32:48,-1,-1,-1,3,4,2,2,2025-11-15T19:31:24Z,13.847000122070313,228
